wind_code,innercode
002961.SZ,48142
002962.SZ,174214
002963.SZ,180966
002965.SZ,51720
002966.SZ,104419
002967.SZ,147230
002968.SZ,181719
002969.SZ,181708
002970.SZ,83988
002971.SZ,194040
002972.SZ,196103
002973.SZ,180968
002975.SZ,206558
002976.SZ,208767
002977.SZ,196106
002978.SZ,121569
002979.SZ,35145
002980.SZ,199620
002981.SZ,126736
002982.SZ,163427
002983.SZ,208773
002984.SZ,174215
002985.SZ,207761
002986.SZ,223973
002987.SZ,222199
002988.SZ,225172
002989.SZ,109080
002990.SZ,229597
002991.SZ,225175
002992.SZ,133791
002993.SZ,222201
002995.SZ,119687
002996.SZ,147667
002997.SZ,230763
002998.SZ,229618
002999.SZ,92964
003000.SZ,235354
003001.SZ,231882
003002.SZ,48136
003003.SZ,125259
003004.SZ,156658
003005.SZ,236901
003006.SZ,69311
003007.SZ,236906
003008.SZ,220629
003009.SZ,227687
003010.SZ,141717
003011.SZ,236894
003012.SZ,143898
003013.SZ,233866
003015.SZ,238169
003016.SZ,35609
003017.SZ,238176
003018.SZ,238186
003019.SZ,233868
003020.SZ,49877
003021.SZ,230765
003022.SZ,233876
003023.SZ,236905
003025.SZ,51694
003026.SZ,236909
003027.SZ,229614
003028.SZ,236923
003029.SZ,238172
003030.SZ,239349
003031.SZ,253380
003032.SZ,229604
003033.SZ,83995
003035.SZ,287609
003036.SZ,84768
003037.SZ,271750
003038.SZ,298800
003039.SZ,255771
003040.SZ,295295
003041.SZ,348386
003042.SZ,302467
003043.SZ,181716
003816.SZ,180970
300001.SZ,9308
300002.SZ,7386
300003.SZ,9313
300004.SZ,9311
300005.SZ,9323
300006.SZ,9314
300007.SZ,9319
300008.SZ,9312
300009.SZ,9321
300010.SZ,9307
300011.SZ,9322
300012.SZ,9349
300013.SZ,9324
300014.SZ,9320
300015.SZ,9358
300016.SZ,4575
300017.SZ,9357
300018.SZ,9351
300019.SZ,9359
300020.SZ,9360
300021.SZ,9364
300022.SZ,9362
300023.SZ,9347
300024.SZ,9363
300025.SZ,9389
300026.SZ,9388
300027.SZ,9387
300028.SZ,9361
300029.SZ,9688
300030.SZ,9703
300031.SZ,9571
300032.SZ,9635
300033.SZ,9365
300034.SZ,9634
300035.SZ,9700
300036.SZ,9702
300037.SZ,9783
300038.SZ,9781
300039.SZ,9863
300040.SZ,9852
300041.SZ,9780
300042.SZ,9888
300043.SZ,9929
300044.SZ,9927
300045.SZ,9889
300046.SZ,9928
300047.SZ,9891
300048.SZ,9897
300049.SZ,9890
300050.SZ,9926
300051.SZ,9982
300052.SZ,9998
300053.SZ,10036
300054.SZ,9999
300055.SZ,10038
300056.SZ,10039
300057.SZ,10037
300058.SZ,10040
300059.SZ,10296
300061.SZ,10337
300062.SZ,10349
300063.SZ,10395
300064.SZ,10397
300065.SZ,10396
300066.SZ,10351
300067.SZ,10538
300068.SZ,10398
300069.SZ,10537
300070.SZ,10496
300071.SZ,9356
300072.SZ,10535
300073.SZ,10495
300074.SZ,10603
300075.SZ,10591
300076.SZ,10534
300077.SZ,10650
300078.SZ,10602
300079.SZ,10604
300080.SZ,10590
300081.SZ,10734
300082.SZ,10651
300083.SZ,10605
300084.SZ,10692
300085.SZ,10817
300086.SZ,10700
300087.SZ,10350
300088.SZ,10779
300089.SZ,10880
300090.SZ,10780
300091.SZ,10733
300092.SZ,11043
300093.SZ,10864
300094.SZ,10879
300095.SZ,11001
300096.SZ,10781
300097.SZ,10835
300098.SZ,10348
300099.SZ,10863
300100.SZ,11044
300101.SZ,10701
300102.SZ,11073
300103.SZ,11072
300104.SZ,11136
300105.SZ,10536
300106.SZ,11215
300107.SZ,11194
300108.SZ,11250
300109.SZ,11239
300110.SZ,11137
300111.SZ,11240
300112.SZ,11220
300113.SZ,11218
300114.SZ,11219
300115.SZ,11249
300116.SZ,11238
300117.SZ,11242
300118.SZ,11231
300119.SZ,11377
300120.SZ,11315
300121.SZ,11376
300122.SZ,11435
300123.SZ,11434
300124.SZ,10882
300125.SZ,11392
300126.SZ,11109
300127.SZ,11502
300128.SZ,11316
300129.SZ,11230
300130.SZ,11572
300131.SZ,11614
300132.SZ,11625
300133.SZ,11229
300134.SZ,11571
300135.SZ,11573
300136.SZ,11672
300137.SZ,11624
300138.SZ,11671
300139.SZ,9572
300140.SZ,11758
300141.SZ,11757
300142.SZ,11697
300143.SZ,11821
300144.SZ,11820
300145.SZ,11892
300146.SZ,11964
300147.SZ,12036
300148.SZ,11893
300149.SZ,11965
300150.SZ,4031
300151.SZ,12014
300152.SZ,10933
300153.SZ,12037
300154.SZ,11782
300155.SZ,12013
300156.SZ,11248
300157.SZ,11949
300158.SZ,11907
300159.SZ,12127
300160.SZ,12142
300161.SZ,12077
300162.SZ,12076
300163.SZ,12141
300164.SZ,12140
300165.SZ,12128
300166.SZ,12180
300167.SZ,12181
300168.SZ,11906
300169.SZ,12075
300170.SZ,12177
300171.SZ,12197
300172.SZ,12196
300173.SZ,11138
300174.SZ,12179
300175.SZ,12199
300176.SZ,12251
300177.SZ,12249
300178.SZ,12250
300179.SZ,10834
300180.SZ,12200
300181.SZ,12264
300182.SZ,12306
300183.SZ,12289
300184.SZ,12305
300185.SZ,12421
300186.SZ,12409
300187.SZ,12419
300188.SZ,12407
300189.SZ,12584
300190.SZ,12470
300191.SZ,12126
300192.SZ,12583
300193.SZ,12288
300194.SZ,12198
300195.SZ,12408
300196.SZ,12418
300197.SZ,12290
300198.SZ,12406
300199.SZ,12618
300200.SZ,12619
300201.SZ,12785
300202.SZ,12894
300203.SZ,12357
300204.SZ,12613
300205.SZ,12404
300206.SZ,12895
300207.SZ,12972
300208.SZ,12911
300209.SZ,12912
300210.SZ,12910
300211.SZ,12582
300212.SZ,12981
300213.SZ,6338
300214.SZ,12614
300215.SZ,13207
300216.SZ,12287
300217.SZ,13226
300218.SZ,13051
300219.SZ,13209
300220.SZ,12405
300221.SZ,13230
300222.SZ,13225
300223.SZ,12129
300224.SZ,13285
300225.SZ,13206
300226.SZ,13292
300227.SZ,13284
300228.SZ,13286
300229.SZ,12371
300230.SZ,13336
300231.SZ,13282
300232.SZ,13337
300233.SZ,13367
300234.SZ,13338
300235.SZ,10691
300236.SZ,13369
300237.SZ,13370
300238.SZ,10699
300239.SZ,13541
300240.SZ,13293
300241.SZ,13661
300242.SZ,13659
300243.SZ,13732
300244.SZ,13742
300245.SZ,11004
300246.SZ,13833
300247.SZ,9701
300248.SZ,13829
300249.SZ,13291
300250.SZ,13832
300251.SZ,13884
300252.SZ,13990
300253.SZ,10878
300254.SZ,13943
300255.SZ,13954
300256.SZ,13944
300257.SZ,13208
300258.SZ,13660
300259.SZ,14048
300260.SZ,13989
300261.SZ,14130
300262.SZ,14171
300263.SZ,14160
300264.SZ,10000
300265.SZ,14040
300266.SZ,14224
300267.SZ,14047
300268.SZ,14159
300269.SZ,14128
300270.SZ,14172
300271.SZ,4581
300272.SZ,10778
300273.SZ,14129
300274.SZ,14500
300275.SZ,14557
300276.SZ,14782
300277.SZ,9981
300278.SZ,14745
300279.SZ,14918
300280.SZ,14783
300281.SZ,14954
300282.SZ,12893
300283.SZ,14556
300284.SZ,14105
300285.SZ,14953
300286.SZ,15001
300287.SZ,15120
300288.SZ,15013
300289.SZ,15691
300290.SZ,15121
300291.SZ,15733
300292.SZ,15799
300293.SZ,14827
300294.SZ,14161
300295.SZ,15002
300296.SZ,15937
300297.SZ,15784
300298.SZ,15272
300299.SZ,16183
300300.SZ,16047
300301.SZ,15936
300302.SZ,16160
300303.SZ,14060
300304.SZ,15984
300305.SZ,11195
300306.SZ,15986
300307.SZ,15907
300308.SZ,16161
300309.SZ,15935
300310.SZ,15906
300311.SZ,16121
300312.SZ,16173
300313.SZ,16100
300314.SZ,16101
300315.SZ,16175
300316.SZ,16375
300317.SZ,16172
300318.SZ,5198
300319.SZ,16376
300320.SZ,16099
300321.SZ,10970
300322.SZ,16500
300323.SZ,16647
300324.SZ,15067
300325.SZ,11822
300326.SZ,16011
300327.SZ,16117
300328.SZ,16596
300329.SZ,11576
300330.SZ,16163
300331.SZ,11783
300332.SZ,16595
300333.SZ,16504
300334.SZ,16527
300335.SZ,16651
300336.SZ,16511
300337.SZ,16579
300338.SZ,16569
300339.SZ,16502
300340.SZ,12356
300341.SZ,16665
300342.SZ,16488
300343.SZ,16745
300344.SZ,16616
300345.SZ,12420
300346.SZ,16716
300347.SZ,16658
300348.SZ,16567
300349.SZ,16597
300350.SZ,15076
300351.SZ,17477
300352.SZ,16958
300353.SZ,7905
300354.SZ,17239
300355.SZ,17479
300356.SZ,17063
300357.SZ,17595
300358.SZ,15905
300359.SZ,18552
300360.SZ,17594
300362.SZ,16717
300363.SZ,17655
300364.SZ,35643
300365.SZ,18458
300366.SZ,12786
300367.SZ,17240
300368.SZ,17506
300369.SZ,17092
300370.SZ,7245
300371.SZ,16887
300372.SZ,12980
300373.SZ,17656
300374.SZ,34834
300375.SZ,12581
300376.SZ,18285
300377.SZ,17750
300378.SZ,18754
300379.SZ,18551
300380.SZ,18426
300381.SZ,13294
300382.SZ,16976
300383.SZ,16764
300384.SZ,34740
300385.SZ,17821
300386.SZ,18677
300387.SZ,18753
300388.SZ,17408
300389.SZ,16888
300390.SZ,18815
300391.SZ,17751
300392.SZ,35105
300393.SZ,34401
300394.SZ,36649
300395.SZ,35511
300396.SZ,17507
300397.SZ,16566
300398.SZ,34703
300399.SZ,18553
300400.SZ,16503
300401.SZ,11613
300402.SZ,13050
300403.SZ,17508
300404.SZ,35749
300405.SZ,18721
300406.SZ,34747
300407.SZ,34840
300408.SZ,36713
300409.SZ,34594
300410.SZ,35476
300411.SZ,34466
300412.SZ,36179
300413.SZ,36710
300414.SZ,35370
300415.SZ,34596
300416.SZ,35841
300417.SZ,34598
300418.SZ,34835
300419.SZ,18287
300420.SZ,35615
300421.SZ,34403
300422.SZ,36047
300423.SZ,35844
300424.SZ,34892
300425.SZ,35371
300426.SZ,36474
300427.SZ,36594
300428.SZ,36408
300429.SZ,34837
300430.SZ,34405
300431.SZ,35846
300432.SZ,35019
300433.SZ,35106
300434.SZ,36482
300435.SZ,34328
300436.SZ,34469
300437.SZ,34593
300438.SZ,34404
300439.SZ,36524
300440.SZ,34838
300441.SZ,34760
300442.SZ,35754
300443.SZ,34702
300444.SZ,7920
300445.SZ,7766
300446.SZ,36566
300447.SZ,35614
300448.SZ,34764
300449.SZ,34701
300450.SZ,36560
300451.SZ,36641
300452.SZ,34599
300453.SZ,35435
300454.SZ,138468
300455.SZ,34699
300456.SZ,35791
300457.SZ,36638
300458.SZ,36709
300459.SZ,36635
300460.SZ,35372
300461.SZ,35840
300462.SZ,35107
300463.SZ,34696
300464.SZ,34891
300465.SZ,34893
300466.SZ,34874
300467.SZ,34595
300468.SZ,35842
300469.SZ,34875
300470.SZ,35305
300471.SZ,34960
300472.SZ,34961
300473.SZ,35883
300474.SZ,35885
300475.SZ,34406
300476.SZ,34320
300477.SZ,6193
300478.SZ,34959
300479.SZ,34889
300480.SZ,34952
300481.SZ,36711
300482.SZ,35921
300483.SZ,15693
300484.SZ,35018
300485.SZ,35747
300486.SZ,34955
300487.SZ,36636
300488.SZ,36484
300489.SZ,34958
300490.SZ,34956
300491.SZ,34336
300492.SZ,34888
300493.SZ,36596
300494.SZ,34957
300495.SZ,34890
300496.SZ,35012
300497.SZ,35922
300498.SZ,59826
300499.SZ,36052
300500.SZ,35194
300501.SZ,34591
300502.SZ,36563
300503.SZ,36095
300504.SZ,40164
300505.SZ,34468
300506.SZ,35432
300507.SZ,17077
300508.SZ,36178
300509.SZ,36051
300510.SZ,35612
300511.SZ,34762
300512.SZ,35108
300513.SZ,34763
300514.SZ,64200
300515.SZ,36657
300516.SZ,35616
300517.SZ,35232
300518.SZ,35431
300519.SZ,35304
300520.SZ,35696
300521.SZ,34341
300522.SZ,35016
300523.SZ,34697
300525.SZ,36222
300526.SZ,35011
300527.SZ,34321
300528.SZ,35758
300529.SZ,34841
300530.SZ,34597
300531.SZ,36226
300532.SZ,15692
300533.SZ,35433
300534.SZ,35052
300535.SZ,35051
300536.SZ,34467
300537.SZ,35845
300538.SZ,36652
300539.SZ,36483
300540.SZ,36660
300541.SZ,36664
300542.SZ,36049
300543.SZ,36224
300545.SZ,36223
300546.SZ,17749
300547.SZ,35015
300548.SZ,36640
300549.SZ,36000
300550.SZ,36647
300551.SZ,36653
300552.SZ,34836
300553.SZ,36658
300554.SZ,65458
300555.SZ,35014
300556.SZ,36651
300557.SZ,37960
300558.SZ,36661
300559.SZ,35053
300560.SZ,36645
300561.SZ,36646
300562.SZ,39226
300563.SZ,38762
300564.SZ,36644
300565.SZ,39227
300566.SZ,40418
300567.SZ,40419
300568.SZ,45130
300569.SZ,36654
300570.SZ,36227
300571.SZ,42386
300572.SZ,35843
300573.SZ,36407
300575.SZ,39865
300576.SZ,43093
300577.SZ,48152
300578.SZ,42385
300579.SZ,34342
300580.SZ,42380
300581.SZ,43092
300582.SZ,37729
300583.SZ,49871
300584.SZ,51695
300585.SZ,50932
300586.SZ,36002
300587.SZ,39621
300588.SZ,51252
300589.SZ,50481
300590.SZ,51253
300591.SZ,51701
300592.SZ,44407
300593.SZ,48150
300594.SZ,155242
300595.SZ,51693
300596.SZ,34338
300597.SZ,43088
300598.SZ,42387
300599.SZ,51696
300600.SZ,36001
300601.SZ,50929
300602.SZ,51691
300603.SZ,61457
300604.SZ,65452
300605.SZ,51700
300606.SZ,42219
300607.SZ,105741
300608.SZ,51705
300609.SZ,61432
300610.SZ,51679
300611.SZ,61431
300612.SZ,50938
300613.SZ,51254
300614.SZ,238164
300615.SZ,41179
300616.SZ,51256
300617.SZ,46499
300618.SZ,51255
300619.SZ,42220
300620.SZ,61446
300621.SZ,61437
300622.SZ,61430
300623.SZ,38519
300624.SZ,38982
300625.SZ,61436
300626.SZ,61442
300627.SZ,61440
300628.SZ,61448
300629.SZ,49870
300630.SZ,61465
300631.SZ,36655
300632.SZ,114403
300633.SZ,61447
300634.SZ,109806
300635.SZ,61458
300636.SZ,61462
300637.SZ,61456
300638.SZ,51690
300639.SZ,51703
300640.SZ,73646
300641.SZ,65450
300642.SZ,65453
300643.SZ,64192
300644.SZ,130070
300645.SZ,51678
300647.SZ,47534
300648.SZ,63490
300649.SZ,65457
300650.SZ,64201
300651.SZ,65456
300652.SZ,63489
300653.SZ,64857
300654.SZ,135832
300655.SZ,66337
300656.SZ,69315
300657.SZ,38984
300658.SZ,65455
300659.SZ,47133
300660.SZ,66334
300661.SZ,61439
300662.SZ,61466
300663.SZ,61468
300664.SZ,35109
300665.SZ,36368
300666.SZ,66332
300667.SZ,66335
300668.SZ,78382
300669.SZ,78386
300670.SZ,61467
300671.SZ,71995
300672.SZ,78385
300673.SZ,126344
300674.SZ,104421
300675.SZ,51688
300676.SZ,64858
300677.SZ,76667
300678.SZ,45127
300679.SZ,82540
300680.SZ,65451
300681.SZ,75158
300682.SZ,41927
300683.SZ,81844
300684.SZ,43094
300685.SZ,63492
300686.SZ,40168
300687.SZ,82538
300688.SZ,76665
300689.SZ,83986
300690.SZ,65449
300691.SZ,78384
300692.SZ,84810
300693.SZ,73643
300694.SZ,133818
300695.SZ,61453
300696.SZ,84788
300697.SZ,84801
300698.SZ,133775
300699.SZ,61460
300700.SZ,61492
300701.SZ,61450
300702.SZ,92071
300703.SZ,65462
300705.SZ,136755
300706.SZ,73648
300707.SZ,97005
300708.SZ,61435
300709.SZ,85466
300710.SZ,106214
300711.SZ,106643
300712.SZ,77931
300713.SZ,84808
300715.SZ,114404
300716.SZ,144171
300717.SZ,84803
300718.SZ,107584
300719.SZ,95308
300720.SZ,84787
300721.SZ,109798
300722.SZ,111444
300723.SZ,83980
300724.SZ,124279
300725.SZ,119689
300726.SZ,97002
300727.SZ,106639
300729.SZ,14538
300730.SZ,85468
300731.SZ,106637
300732.SZ,109799
300733.SZ,109804
300735.SZ,110576
300736.SZ,151647
300737.SZ,117309
300738.SZ,107580
300739.SZ,130969
300740.SZ,124270
300741.SZ,132663
300742.SZ,106642
300743.SZ,84811
300745.SZ,124266
300746.SZ,16430
300747.SZ,132662
300748.SZ,135826
300749.SZ,130079
300750.SZ,152211
300751.SZ,133779
300752.SZ,130967
300753.SZ,134758
300755.SZ,16050
300756.SZ,49334
300757.SZ,133816
300758.SZ,133813
300759.SZ,133832
300760.SZ,130057
300761.SZ,73647
300762.SZ,147241
300763.SZ,150856
300765.SZ,159818
300766.SZ,145843
300767.SZ,61434
300768.SZ,133780
300769.SZ,93707
300770.SZ,157882
300771.SZ,130069
300772.SZ,148505
300773.SZ,117308
300774.SZ,239346
300775.SZ,135806
300776.SZ,135830
300777.SZ,100636
300778.SZ,146466
300779.SZ,158969
300780.SZ,146465
300781.SZ,121577
300782.SZ,168983
300783.SZ,124267
300785.SZ,124269
300786.SZ,121573
300787.SZ,49337
300788.SZ,130080
300789.SZ,152214
300790.SZ,177195
300791.SZ,71997
300792.SZ,174213
300793.SZ,180967
300795.SZ,147239
300796.SZ,177994
300797.SZ,180961
300798.SZ,159824
300799.SZ,106213
300800.SZ,48145
300801.SZ,63484
300802.SZ,181714
300803.SZ,148659
300805.SZ,180962
300806.SZ,34954
300807.SZ,112639
300808.SZ,181704
300809.SZ,192814
300810.SZ,124276
300811.SZ,138469
300812.SZ,201844
300813.SZ,159410
300814.SZ,306859
300815.SZ,194869
300816.SZ,196104
300817.SZ,69314
300818.SZ,136756
300819.SZ,181710
300820.SZ,17822
300821.SZ,201849
300822.SZ,214437
300823.SZ,159851
300824.SZ,159826
300825.SZ,194854
300826.SZ,200678
300827.SZ,99434
300828.SZ,143902
300829.SZ,109079
300830.SZ,200656
300831.SZ,207753
300832.SZ,150229
300833.SZ,207748
300834.SZ,331824
300835.SZ,138072
300836.SZ,208766
300837.SZ,64199
300838.SZ,209369
300839.SZ,132665
300840.SZ,207751
300841.SZ,208779
300842.SZ,208772
300843.SZ,222198
300844.SZ,306654
300845.SZ,147236
300846.SZ,223975
300847.SZ,36659
300848.SZ,121575
300849.SZ,133792
300850.SZ,227614
300851.SZ,159854
300852.SZ,229609
300853.SZ,132660
300854.SZ,306398
300855.SZ,229619
300856.SZ,229620
300857.SZ,231885
300858.SZ,198648
300859.SZ,147237
300860.SZ,180959
300861.SZ,205119
300862.SZ,226504
300863.SZ,229613
300864.SZ,235352
300865.SZ,46754
300866.SZ,229608
300867.SZ,48144
300868.SZ,50940
300869.SZ,181709
300870.SZ,233874
300871.SZ,229617
300872.SZ,238203
300873.SZ,233871
300875.SZ,232826
300876.SZ,236891
300877.SZ,134753
300878.SZ,85459
300879.SZ,236930
300880.SZ,232832
300881.SZ,236928
300882.SZ,236920
300883.SZ,131808
300884.SZ,255773
300885.SZ,230762
300886.SZ,85473
300887.SZ,16568
300888.SZ,72866
300889.SZ,232825
300890.SZ,147243
300891.SZ,236914
300892.SZ,201854
300893.SZ,236926
300894.SZ,133774
300895.SZ,271753
300896.SZ,134754
300897.SZ,133796
300898.SZ,201839
300899.SZ,133805
300900.SZ,236916
300901.SZ,233873
300902.SZ,133800
300903.SZ,268735
300905.SZ,238209
300906.SZ,238190
300907.SZ,238201
300908.SZ,61451
300909.SZ,236918
300910.SZ,229606
300911.SZ,261598
300912.SZ,159822
300913.SZ,255772
300915.SZ,133784
300916.SZ,271748
300917.SZ,238208
300918.SZ,261599
300919.SZ,294723
300920.SZ,268389
300921.SZ,260138
300922.SZ,235342
300923.SZ,238171
300925.SZ,268388
300926.SZ,238223
300927.SZ,235343
300928.SZ,205118
300929.SZ,65461
300930.SZ,238183
300931.SZ,236900
300932.SZ,238163
300933.SZ,236898
300935.SZ,125261
300936.SZ,125080
300937.SZ,238230
300938.SZ,36650
300939.SZ,235350
300940.SZ,261600
300941.SZ,236896
300942.SZ,238161
300943.SZ,106636
300945.SZ,50942
300946.SZ,288909
300947.SZ,277170
300948.SZ,271743
300949.SZ,84814
300950.SZ,270383
300951.SZ,293515
300952.SZ,235353
300953.SZ,63491
300955.SZ,294731
300956.SZ,293512
300957.SZ,306392
300958.SZ,48943
300959.SZ,295512
300960.SZ,143899
300961.SZ,272873
300962.SZ,121572
300963.SZ,65441
300964.SZ,291904
300965.SZ,272900
300966.SZ,294734
300967.SZ,291920
300968.SZ,111445
300969.SZ,306372
300970.SZ,158971
300971.SZ,307292
300972.SZ,287607
300973.SZ,294729
300975.SZ,294727
300976.SZ,306378
300977.SZ,270370
300978.SZ,231889
300979.SZ,306381
300980.SZ,306411
300981.SZ,134755
300982.SZ,236897
300983.SZ,306102
300984.SZ,306117
300985.SZ,306107
300986.SZ,257260
300987.SZ,43090
300988.SZ,307076
300989.SZ,306394
300990.SZ,306386
300991.SZ,306858
300992.SZ,306409
300993.SZ,293511
300994.SZ,310971
300995.SZ,306112
300996.SZ,51692
300997.SZ,293513
300998.SZ,271752
300999.SZ,240641
301000.SZ,294724
301001.SZ,306393
301002.SZ,291908
301003.SZ,306668
301004.SZ,306396
301005.SZ,307926
301006.SZ,238178
301007.SZ,236890
301008.SZ,308149
301009.SZ,306383
301010.SZ,238227
301011.SZ,291918
301012.SZ,307719
301013.SZ,306390
301015.SZ,171523
301016.SZ,306110
301017.SZ,106212
301018.SZ,133804
301019.SZ,306661
301020.SZ,191632
301021.SZ,238224
301022.SZ,306105
301023.SZ,291912
301024.SZ,272872
301025.SZ,238165
301026.SZ,85460
301027.SZ,306382
301028.SZ,106655
301029.SZ,291919
301030.SZ,287610
301031.SZ,307293
301032.SZ,310431
301033.SZ,306374
301035.SZ,133773
301036.SZ,291914
301037.SZ,306106
301038.SZ,308909
301039.SZ,310965
301040.SZ,306659
301041.SZ,308412
301042.SZ,135831
301043.SZ,306384
301045.SZ,310979
301046.SZ,313298
301047.SZ,317164
301048.SZ,324006
301049.SZ,307294
301050.SZ,309946
301051.SZ,236892
301052.SZ,306108
301053.SZ,307929
301055.SZ,306658
301056.SZ,308414
301057.SZ,307721
301058.SZ,309697
301059.SZ,306389
301060.SZ,306856
301061.SZ,306664
301062.SZ,131812
301063.SZ,322576
301065.SZ,306656
301066.SZ,306395
301067.SZ,306662
301068.SZ,238205
301069.SZ,306373
301070.SZ,306663
301071.SZ,309693
301072.SZ,307295
301073.SZ,230761
301075.SZ,323547
301076.SZ,132656
301077.SZ,306410
301078.SZ,307499
301079.SZ,310970
301080.SZ,323776
301081.SZ,272862
301082.SZ,306657
301083.SZ,309944
301085.SZ,307498
301086.SZ,325033
301087.SZ,308663
301088.SZ,310973
301089.SZ,307497
301090.SZ,310725
301091.SZ,310961
301092.SZ,316067
301093.SZ,306380
301096.SZ,333241
301097.SZ,363791
301098.SZ,51711
301099.SZ,306379
301100.SZ,310433
301101.SZ,309480
301102.SZ,323545
301103.SZ,310432
301106.SZ,341480
301107.SZ,349047
301108.SZ,307074
301109.SZ,338014
301110.SZ,330947
301111.SZ,310976
301112.SZ,310434
301113.SZ,332129
301116.SZ,272881
301117.SZ,335649
301118.SZ,307291
301119.SZ,308413
301120.SZ,307073
301122.SZ,340422
301123.SZ,323777
301125.SZ,341323
301126.SZ,308906
301127.SZ,333530
301128.SZ,308147
301129.SZ,307501
301130.SZ,35644
301131.SZ,321466
301133.SZ,308146
301135.SZ,336515
301136.SZ,333762
301137.SZ,341320
301138.SZ,310968
301148.SZ,316409
301149.SZ,307720
301150.SZ,332920
301151.SZ,383503
301153.SZ,63493
301155.SZ,335396
301156.SZ,367349
301158.SZ,331529
301159.SZ,307075
301160.SZ,323541
301162.SZ,334570
301163.SZ,339610
301166.SZ,309945
301167.SZ,325327
301168.SZ,159849
301169.SZ,306376
301177.SZ,324435
301178.SZ,310972
301179.SZ,325620
301180.SZ,310960
301181.SZ,304019
301182.SZ,294726
301183.SZ,355920
301185.SZ,307072
301186.SZ,310727
301187.SZ,323556
301188.SZ,308907
301189.SZ,335972
301190.SZ,294725
301191.SZ,147242
301193.SZ,308908
301196.SZ,334569
301198.SZ,306405
301199.SZ,235356
301200.SZ,371317
301201.SZ,324717
301206.SZ,339876
301207.SZ,336514
301211.SZ,325026
301212.SZ,338292
301213.SZ,323553
301215.SZ,341484
301216.SZ,339606
301217.SZ,335976
301218.SZ,341312
301219.SZ,323542
301220.SZ,235345
301221.SZ,341643
301222.SZ,324434
301226.SZ,135804
301228.SZ,322802
301229.SZ,340906
301233.SZ,337378
301234.SZ,310196
301235.SZ,341489
301236.SZ,351442
301237.SZ,228708
301238.SZ,341315
301239.SZ,310966
301248.SZ,336513
301256.SZ,340646
301257.SZ,325035
301258.SZ,133822
301259.SZ,309698
301263.SZ,146469
301266.SZ,140988
301268.SZ,341122
301279.SZ,341313
301286.SZ,61461
301288.SZ,366678
301289.SZ,377530
301298.SZ,310430
301302.SZ,157879
430017.BJ,453975
430047.BJ,398653
430090.BJ,398627
430139.BJ,455596
430198.BJ,398591
430300.BJ,457538
430418.BJ,398590
430425.BJ,457542
430476.BJ,450517
430489.BJ,398609
430510.BJ,398647
430556.BJ,452406
430564.BJ,411784
430685.BJ,453676
430718.BJ,446530
600000.SH,1120
600004.SH,1125
600005.SH,1127
600006.SH,1128
600007.SH,1129
600008.SH,1130
600009.SH,1131
600010.SH,1133
600011.SH,1134
600012.SH,1136
600015.SH,1139
600016.SH,1141
600017.SH,4697
600018.SH,4788
600019.SH,1144
600020.SH,1145
600021.SH,1147
600022.SH,2889
600023.SH,31610
600025.SH,83987
600026.SH,1149
600027.SH,3054
600028.SH,1151
600029.SH,1154
600030.SH,1157
600031.SH,1159
600032.SH,272894
600033.SH,1161
600035.SH,1162
600036.SH,1164
600037.SH,1165
600038.SH,1167
600039.SH,1168
600048.SH,4431
600050.SH,1170
600051.SH,1172
600052.SH,1173
600053.SH,1174
600054.SH,1175
600055.SH,1177
600056.SH,1178
600057.SH,1179
600058.SH,1180
600059.SH,1181
600060.SH,1182
600061.SH,1183
600062.SH,1184
600063.SH,1185
600064.SH,1186
600066.SH,1188
600067.SH,1189
600068.SH,1190
600069.SH,1191
600070.SH,1192
600071.SH,1193
600072.SH,1194
600073.SH,1195
600074.SH,1196
600075.SH,1197
600076.SH,1198
600077.SH,1199
600078.SH,1200
600079.SH,1201
600080.SH,1202
600081.SH,1203
600082.SH,1204
600083.SH,1205
600084.SH,1206
600085.SH,1207
600086.SH,1208
600088.SH,1211
600089.SH,1212
600090.SH,1213
600091.SH,1214
600093.SH,1216
600094.SH,1217
600095.SH,1219
600096.SH,1220
600097.SH,1222
600098.SH,1223
600099.SH,1224
600100.SH,1225
600101.SH,1226
600103.SH,1228
600104.SH,1229
600105.SH,1230
600106.SH,1231
600107.SH,1232
600108.SH,1233
600109.SH,1234
600110.SH,1235
600111.SH,1236
600112.SH,1237
600113.SH,1238
600114.SH,1239
600115.SH,1241
600116.SH,1243
600117.SH,1244
600118.SH,1246
600119.SH,1247
600120.SH,1248
600121.SH,1249
600122.SH,1250
600123.SH,1251
600125.SH,1252
600126.SH,1253
600127.SH,1254
600128.SH,1255
600129.SH,1256
600130.SH,1257
600131.SH,1258
600132.SH,1259
600133.SH,1260
600135.SH,1261
600136.SH,1262
600137.SH,1263
600138.SH,1264
600139.SH,1265
600141.SH,1266
600143.SH,2892
600145.SH,1267
600146.SH,1268
600148.SH,1269
600149.SH,1270
600150.SH,1271
600151.SH,1272
600152.SH,1273
600153.SH,1274
600155.SH,1275
600156.SH,1276
600157.SH,1277
600158.SH,1278
600159.SH,1279
600160.SH,1280
600161.SH,1281
600162.SH,1282
600163.SH,1283
600165.SH,1284
600166.SH,1285
600167.SH,1286
600168.SH,1287
600169.SH,1288
600170.SH,1289
600171.SH,1290
600172.SH,1291
600173.SH,1292
600175.SH,1293
600176.SH,1294
600177.SH,1295
600178.SH,1297
600179.SH,1298
